,Song_Name,Genre,Subgenre,Subgenre_2,Release_Date,Song_Decade,Streams,Week_Of_Highest_Charting,Month_Highest_Charting,Season_Highest_Charting,Year_Highest_Charting,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(Ms),Valence,Chord,Artist,Artist_Followers,Gender,Artist_Generation,Type,Country,Event_Name,url,Event_Country,Event_City,Event_Longitude,Event_Latitude
1032,Good as Hell (feat. Ariana Grande),dance pop,dance pop,escape room,2016,2010s,"4,176,083",2020-02-14,February,Winter,2020,71.0,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927,159011.0,0.478,F,Lizzo,3991674,female,Millennial,person,US,LIZZO,https://www.eticketing.co.uk/asmglobalmanchester,Great Britain,Manchester,-2.244066,53.488164
1033,Bad Habits,pop,pop,uk pop,2021-06-25,2020s,"37,799,456",2021-07-02,July,Summer,2021,98.0,0.808,0.897,-3.712,0.0348,0.0469,0.364,126.026,231041.0,0.591,B,Ed Sheeran,83293380,male,Millennial,person,GB,Ed Sheeran: +-=÷x Tour,https://www.ticketmaster.com/ed-sheeran-x-tour-east-rutherford-new-jersey-06-10-2023/event/00005D3DE5604AD8,United States Of America,East Rutherford,-74.074493,40.81359
1034,INDUSTRY BABY (feat. Jack Harlow),hip hop,lgbtq+ hip hop,pop rap,2021-07-23,2020s,"33,948,454",2021-07-23,July,Summer,2021,96.0,0.736,0.704,-7.409,0.0615,0.0203,0.0501,149.995,212000.0,0.894,D#/Eb,Lil Nas X,5473565,male,Generation Z,person,US,Mad Cool 2023 | Entradas Día 6,https://www.ticketmaster.es/event/mad-cool-2023-%7C-entradas-dia-6-tickets/33615?language=en-us,Spain,Madrid,-3.71094,40.32866
1035,MONTERO (Call Me By Your Name),hip hop,lgbtq+ hip hop,pop rap,2021-03-31,2020s,"30,071,134",2021-05-07,May,Spring,2021,97.0,0.61,0.508,-6.682,0.152,0.297,0.384,178.818,137876.0,0.758,G#/Ab,Lil Nas X,5473565,male,Generation Z,person,US,Mad Cool 2023 | Entradas Día 6,https://www.ticketmaster.es/event/mad-cool-2023-%7C-entradas-dia-6-tickets/33615?language=en-us,Spain,Madrid,-3.71094,40.32866
1036,Kiss Me More (feat. SZA),dance pop,dance pop,pop,2021-04-09,2020s,"29,356,736",2021-05-14,May,Spring,2021,94.0,0.762,0.701,-3.541,0.0286,0.235,0.123,110.968,208867.0,0.742,G#/Ab,Doja Cat,8640063,female,Generation Z,person,US,No events,-,-,-,-,-
1037,Todo De Ti,pop,puerto rican pop,trap latino,2021-05-20,2020s,"26,951,613",2021-06-18,June,Summer,2021,95.0,0.78,0.718,-3.605,0.0506,0.31,0.0932,127.949,199604.0,0.342,D#/Eb,Rauw Alejandro,6080597,male,Generation Z,person,PR,Rauw Alejandro (Gradas),https://www.ticketmaster.com.mx/rauw-alejandro-gradas-san-nicolas-de-los-garza-01-06-2023/event/14005E26CDD55EAB,Mexico,San Nicolas De Los Garza,-100.315518,25.718083
1038,Yonaguni,latin,latin,reggaeton,2021-06-04,2020s,"25,030,128",2021-06-18,June,Summer,2021,96.0,0.644,0.648,-4.601,0.118,0.276,0.135,179.951,206710.0,0.44,C#/Db,Bad Bunny,36142273,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
1039,I WANNA BE YOUR SLAVE,rock,indie rock italiano,italian pop,2021-03-19,2020s,"24,551,591",2021-07-02,July,Summer,2021,95.0,0.75,0.608,-4.008,0.0387,0.00165,0.178,132.507,173347.0,0.958,C#/Db,Måneskin,3377762,mixed,Generation Z,group,IT,MÅNESKIN,https://www.ticketmaster.co.uk/maneskin-london-08-05-2023/event/35005C729D8B71A7,Great Britain,London,0.005519,51.501581
1040,Levitating (feat. DaBaby),dance pop,dance pop,pop,2020-10-01,2020s,"23,518,010",2021-05-07,May,Spring,2021,89.0,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064.0,0.915,F#/Gb,Dua Lipa,27142474,female,Generation Z,person,GB,No events,-,-,-,-,-
1041,All I Want for Christmas Is You,dance pop,dance pop,pop,1994-11-01,1990s,"23,235,257",2020-12-18,December,Winter,2020,65.0,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,241107.0,0.35,G,Mariah Carey,6931357,female,Generation X,person,US,No events,-,-,-,-,-
1042,Permission to Dance,pop,k-pop,k-pop boy group,2021-07-09,2020s,"22,062,812",2021-07-09,July,Summer,2021,95.0,0.702,0.741,-5.33,0.0427,0.00544,0.337,124.925,187585.0,0.646,A,BTS,37106176,mixed,Generation Z,group,KR,BTS 14-17 Party,https://www.ticketmaster.co.uk/bts-1417-party-london-12-02-2023/event/1F005D89D56A5463,Great Britain,London,-0.10661535,51.53445948
1043,Last Christmas,pop,europop,europop,1984-11-29,1980s,"20,709,328",2020-12-18,December,Winter,2020,63.0,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,262960.0,0.947,D,Wham!,1631876,mixed,Millennial,group,GB,POSTPONED - PENDING NEW DATE - Wham Bam Festival,https://www.universe.com/events/postponed-pending-new-date-wham-bam-festival-tickets-820RND?ref=ticketmaster,United States Of America,Pittsboro,-79.294589,35.791189
1044,Peaches (feat. Daniel Caesar & Giveon),pop,canadian pop,pop,2021-03-19,2020s,"20,294,457",2021-04-02,April,Spring,2021,94.0,0.677,0.696,-6.181,0.119,0.321,0.42,90.03,198082.0,0.464,C,Justin Bieber,48504126,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
1045,Butter,pop,k-pop,k-pop boy group,2021-06-04,2020s,"19,985,713",2021-05-21,May,Spring,2021,95.0,0.759,0.459,-5.187,0.0948,0.00323,0.0906,109.997,164442.0,0.695,G#/Ab,BTS,37106176,mixed,Generation Z,group,KR,BTS 14-17 Party,https://www.ticketmaster.co.uk/bts-1417-party-london-12-02-2023/event/1F005D89D56A5463,Great Britain,London,-0.10661535,51.53445948
1046,traitor,pop,pop,-,2021-05-21,2020s,"19,480,679",2021-05-21,May,Spring,2021,94.0,0.38,0.339,-7.885,0.0338,0.691,0.12,100.607,229227.0,0.0849,D#/Eb,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
1047,deja vu,pop,pop,-,2021-05-21,2020s,"18,571,755",2021-05-21,May,Spring,2021,93.0,0.442,0.612,-7.222,0.112,0.584,0.37,180.917,215507.0,0.178,D,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
1048,Save Your Tears (with Ariana Grande) (Remix),r&b,canadian contemporary r&b,canadian pop,2021-04-23,2020s,"18,053,141",2021-04-23,April,Spring,2021,94.0,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014.0,0.593,C,The Weeknd,35305637,male,Millennial,person,CA,The Weeknd Grada,https://www.ticketmaster.com.mx/the-weeknd-grada-mexico-29-09-2023/event/14005D6EA9652FE7,Mexico,México,-99.095618,19.405199
1049,Need To Know,dance pop,dance pop,pop,2021-06-25,2020s,"16,908,917",2021-07-23,July,Summer,2021,90.0,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,210560.0,0.194,C#/Db,Doja Cat,8640063,female,Generation Z,person,US,No events,-,-,-,-,-
1050,Santa Tell Me,dance pop,dance pop,pop,2014-11-24,2010s,"16,657,592",2020-12-18,December,Winter,2020,61.0,0.525,0.621,-7.364,0.116,0.0489,0.294,191.9,204093.0,0.591,G,Ariana Grande,67208170,female,Millennial,person,US,No events,-,-,-,-,-
1051,Rockin' Around The Christmas Tree,pop,brill building pop,brill building pop,1964-10-19,1960s,"16,613,649",2020-12-18,December,Winter,2020,58.0,0.589,0.472,-8.749,0.0502,0.614,0.505,67.196,126267.0,0.898,G#/Ab,Brenda Lee,222627,female,Baby Boomer,person,US,No events,-,-,-,-,-
1052,Jingle Bell Rock,other,[],-,1957-12-02,1950s,"16,527,404",2020-12-18,December,Winter,2020,56.0,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,130973.0,0.806,D,Bobby Helms,20637,male,Baby Boomer,person,US,No events,-,-,-,-,-
1053,happiness,pop,pop,post-teen pop,2020-12-11,2020s,"16,213,589",2020-12-11,December,Winter,2020,65.0,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,315147.0,0.211,B,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1054,Ain't Shit,dance pop,dance pop,pop,2021-06-25,2020s,"16,126,897",2021-07-23,July,Summer,2021,90.0,0.855,0.488,-4.601,0.208,0.506,0.347,124.097,174253.0,0.619,D#/Eb,Doja Cat,8640063,female,Generation Z,person,US,No events,-,-,-,-,-
1055,a p p l y i n g . p r e s s u r e,hip hop,conscious hip hop,hip hop,2021-05-14,2020s,"15,967,986",2021-05-14,May,Spring,2021,71.0,0.699,0.759,-5.302,0.311,0.0814,0.312,83.092,177337.0,0.404,C#/Db,J. Cole,14097410,male,Millennial,person,US,"Modern Monsters: J. Cole, Nicki, Drake & Kendrick",https://www.ticketweb.com/event/modern-monsters-j-cole-nicki-brooklyn-bowl-tickets/12783905,United States Of America,Brooklyn,-73.957549,40.722053
1056,drivers license,pop,pop,-,2021-05-21,2020s,"15,684,978",2021-03-12,March,Spring,2021,92.0,0.561,0.431,-8.81,0.0578,0.768,0.106,143.875,242013.0,0.137,A#/Bb,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
1057,It's Beginning to Look a Lot like Christmas,pop,canadian pop,canadian pop,2012-11-09,2010s,"15,424,001",2020-12-18,December,Winter,2020,55.0,0.339,0.214,-11.714,0.0375,0.908,0.341,94.775,206640.0,0.363,E,Michael Bublé,4702232,male,Generation X,person,CA,Michael Bublé,https://www.ticketmaster.co.uk/michael-buble-london-26-03-2023/event/35005D3DD22C3F14,Great Britain,London,0.005519,51.501581
1058,1 0 0 . m i l ‘ (with Bas),hip hop,conscious hip hop,hip hop,2021-05-14,2020s,"15,171,655",2021-05-14,May,Spring,2021,72.0,0.711,0.647,-5.667,0.0822,0.334,0.312,125.092,163302.0,0.227,D,J. Cole,14097410,male,Millennial,person,US,"Modern Monsters: J. Cole, Nicki, Drake & Kendrick",https://www.ticketweb.com/event/modern-monsters-j-cole-nicki-brooklyn-bowl-tickets/12783905,United States Of America,Brooklyn,-73.957549,40.722053
1059,Heat Waves,pop,gauze pop,indietronica,2020-08-07,2020s,"15,089,184",2021-07-23,July,Summer,2021,85.0,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,238805.0,0.531,B,Glass Animals,1890510,mixed,Generation Z,group,GB,No events,-,-,-,-,-
1060,Blinding Lights,r&b,canadian contemporary r&b,canadian pop,2020-03-20,2020s,"15,011,809",2020-06-12,June,Summer,2020,92.0,0.514,0.73,-5.934,0.0598,0.00146,0.0897,171.005,200040.0,0.334,C#/Db,The Weeknd,35305637,male,Millennial,person,CA,The Weeknd Grada,https://www.ticketmaster.com.mx/the-weeknd-grada-mexico-29-09-2023/event/14005D6EA9652FE7,Mexico,México,-99.095618,19.405199
1061,happier,pop,pop,-,2021-05-21,2020s,"14,849,078",2021-05-21,May,Spring,2021,92.0,0.395,0.443,-9.72,0.133,0.765,0.0839,168.924,175933.0,0.338,F#/Gb,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
1062,Pepas,latin,latin,latin hip hop,2021-06-24,2020s,"14,809,458",2021-07-23,July,Summer,2021,92.0,0.762,0.766,-3.955,0.0343,0.00776,0.128,130.001,287120.0,0.442,G,Farruko,10502148,male,Millennial,person,PR,No events,-,-,-,-,-
1063,It's the Most Wonderful Time of the Year,pop,brill building pop,brill building pop,1963-11-24,1960s,"14,582,001",2020-12-18,December,Winter,2020,55.0,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,151933.0,0.776,G,Andy Williams,369548,male,Silent,person,US,Uptown Moves: Holla Jazz & DJ Andy Williams,https://www.ticketmaster.ca/uptown-moves-holla-jazz-dj-andy-toronto-ontario-03-18-2024/event/10005732FE0C4E81,Canada,Toronto,-79.414495,43.766058
1064,ivy,pop,pop,post-teen pop,2020-12-11,2020s,"14,519,547",2020-12-11,December,Winter,2020,66.0,0.515,0.545,-9.277,0.0353,0.855,0.0921,88.856,260440.0,0.535,D,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1065,dorothea,pop,pop,post-teen pop,2020-12-11,2020s,"14,392,788",2020-12-11,December,Winter,2020,64.0,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,225880.0,0.354,E,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1066,coney island (feat. The National),pop,pop,post-teen pop,2020-12-11,2020s,"14,385,703",2020-12-11,December,Winter,2020,64.0,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,275320.0,0.292,G#/Ab,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1067,Motley Crew,rap,dfw rap,melodic rap,2021-07-09,2020s,"14,329,162",2021-07-09,July,Summer,2021,90.0,0.797,0.631,-3.818,0.0786,0.0904,0.0998,129.915,184213.0,0.288,D#/Eb,Post Malone,33651775,male,Millennial,person,US,RED HOT CHILI PEPPERS WITH POST MALONE,https://www.ticketmaster.co.nz/red-hot-chili-peppers-with-post-auckland-21-01-2023/event/24005CD0A9B841D5,New Zealand,Auckland,174.8134003,-36.9199905
1068,p u n c h i n ‘ . t h e . c l o c k,hip hop,conscious hip hop,hip hop,2021-05-14,2020s,"14,051,831",2021-05-14,May,Spring,2021,70.0,0.769,0.74,-6.579,0.378,0.197,0.171,94.104,112579.0,0.692,B,J. Cole,14097410,male,Millennial,person,US,"Modern Monsters: J. Cole, Nicki, Drake & Kendrick",https://www.ticketweb.com/event/modern-monsters-j-cole-nicki-brooklyn-bowl-tickets/12783905,United States Of America,Brooklyn,-73.957549,40.722053
1069,evermore (feat. Bon Iver),pop,pop,post-teen pop,2020-12-11,2020s,"13,810,722",2020-12-11,December,Winter,2020,66.0,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,304107.0,0.32,C#/Db,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1070,long story short,pop,pop,post-teen pop,2020-12-11,2020s,"13,583,538",2020-12-11,December,Winter,2020,66.0,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,215920.0,0.573,C,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1071,Don't Go Yet,dance pop,dance pop,electropop,2021-07-23,2020s,"13,205,250",2021-07-23,July,Summer,2021,88.0,0.666,0.796,-6.967,0.103,0.0492,0.0442,110.108,164842.0,0.61,A#/Bb,Camila Cabello,22683756,female,Generation Z,person,US,No events,-,-,-,-,-
1072,HOY COBRÉ,latin,latin,reggaeton,2020-11-27,2020s,"12,914,431",2020-11-27,November,Autumn,2020,70.0,0.86,0.725,-6.7,0.249,0.0464,0.0994,145.001,162151.0,0.375,B,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
1073,favorite crime,pop,pop,-,2021-05-21,2020s,"12,818,935",2021-05-28,May,Spring,2021,91.0,0.369,0.272,-10.497,0.0364,0.866,0.147,172.929,152667.0,0.218,A,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
1074,cowboy like me,pop,pop,post-teen pop,2020-12-11,2020s,"12,782,098",2020-12-11,December,Winter,2020,64.0,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,275040.0,0.511,C,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1075,MALDITA POBREZA,latin,latin,reggaeton,2020-11-27,2020s,"12,660,806",2020-11-27,November,Autumn,2020,67.0,0.762,0.861,-4.075,0.0652,0.139,0.0956,133.037,213609.0,0.588,E,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
1076,t h e . c l i m b . b a c k,hip hop,conscious hip hop,hip hop,2021-05-14,2020s,"12,648,655",2021-05-14,May,Spring,2021,70.0,0.618,0.632,-6.973,0.346,0.0526,0.353,81.446,306257.0,0.319,B,J. Cole,14097410,male,Millennial,person,US,"Modern Monsters: J. Cole, Nicki, Drake & Kendrick",https://www.ticketweb.com/event/modern-monsters-j-cole-nicki-brooklyn-bowl-tickets/12783905,United States Of America,Brooklyn,-73.957549,40.722053
1077,EL MUNDO ES MÍO,latin,latin,reggaeton,2020-11-27,2020s,"12,507,010",2020-11-27,November,Autumn,2020,67.0,0.716,0.522,-6.834,0.0582,0.166,0.113,76.993,165199.0,0.224,F,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
1078,Underneath the Tree,dance pop,dance pop,neo mellow,2013-10-29,2010s,"12,266,990",2020-12-18,December,Winter,2020,49.0,0.509,0.812,-5.439,0.0537,0.00128,0.214,159.878,229640.0,0.689,G#/Ab,Kelly Clarkson,7869617,female,Millennial,person,US,No events,-,-,-,-,-
1079,marjorie,pop,pop,post-teen pop,2020-12-11,2020s,"12,234,761",2020-12-11,December,Winter,2020,64.0,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,257773.0,0.287,F,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
1080,That Way,rap,melodic rap,philly rap,2020-03-01,2020s,"12,059,592",2020-02-28,February,Winter,2020,67.0,0.719,0.611,-5.01,0.0403,0.0582,0.155,129.962,212354.0,0.489,G,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
1081,Watermelon Sugar,pop,pop,post-teen pop,2019-12-13,2010s,"11,996,689",2020-07-31,July,Summer,2020,90.0,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39,174000.0,0.557,C,Harry Styles,16112621,male,Millennial,person,GB,Harry Styles Love on Tour 2022: Kia Forum is Harry's House,https://www.ticketmaster.com/harry-styles-love-on-tour-2022-inglewood-california-01-26-2023/event/09005CA4FAB98C0B,United States Of America,Inglewood,-118.341868,33.9583
1082,LUMBERJACK,hip hop,hip hop,rap,2021-06-25,2020s,"11,756,283",2021-06-25,June,Summer,2021,76.0,0.386,0.762,-6.341,0.564,0.122,0.527,170.691,138312.0,0.433,A,"Tyler, The Creator",6777818,male,Millennial,person,US,"EARFQUAKE! A Tyler, The Creator Party with Blade Trip",https://www.ticketweb.com/event/earfquake-a-tyler-the-creator-strummers-tickets/12759565,United States Of America,Fresno,-119.8023913,36.7589448
1083,RAPSTAR,rap,chicago rap,-,2021-04-09,2020s,"11,683,383",2021-04-16,April,Spring,2021,89.0,0.789,0.536,-6.862,0.242,0.41,0.129,81.039,165926.0,0.437,F#/Gb,Polo G,4840346,male,Generation Z,person,US,Dakota's Springfest Kickoff Party Featuring Polo G & Lil Xan,https://www.ticketmaster.com/dakotas-springfest-kickoff-party-featuring-polo-fargo-north-dakota-03-10-2023/event/06005D87C41558AC,United States Of America,Fargo,-96.876097,46.835551
1084,Feliz Navidad,latin,latin pop,puerto rican pop,2002-09-24,2000s,"11,664,490",2020-12-18,December,Winter,2020,49.0,0.513,0.831,-9.004,0.0383,0.55,0.336,148.837,182067.0,0.963,D,José Feliciano,239129,male,Baby Boomer,person,US,No events,-,-,-,-,-
1085,h u n g e r . o n . h i l l s i d e (with Bas),hip hop,conscious hip hop,hip hop,2021-05-14,2020s,"11,647,489",2021-05-14,May,Spring,2021,71.0,0.563,0.703,-5.756,0.0702,0.126,0.213,94.983,238972.0,0.294,D,J. Cole,14097410,male,Millennial,person,US,"Modern Monsters: J. Cole, Nicki, Drake & Kendrick",https://www.ticketweb.com/event/modern-monsters-j-cole-nicki-brooklyn-bowl-tickets/12783905,United States Of America,Brooklyn,-73.957549,40.722053
1086,LEMONHEAD (feat. 42 Dugg),hip hop,hip hop,rap,2021-06-25,2020s,"11,380,679",2021-06-25,June,Summer,2021,78.0,0.62,0.586,-6.612,0.212,0.155,0.535,137.131,130980.0,0.487,C#/Db,"Tyler, The Creator",6777818,male,Millennial,person,US,"EARFQUAKE! A Tyler, The Creator Party with Blade Trip",https://www.ticketweb.com/event/earfquake-a-tyler-the-creator-strummers-tickets/12759565,United States Of America,Fresno,-119.8023913,36.7589448
1087,ANTES QUE SE ACABE,latin,latin,reggaeton,2020-11-27,2020s,"11,298,839",2020-11-27,November,Autumn,2020,76.0,0.693,0.549,-6.098,0.0577,0.505,0.324,139.988,221187.0,0.473,D,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
1088,"jealousy, jealousy",pop,pop,-,2021-05-21,2020s,"11,287,301",2021-05-21,May,Spring,2021,90.0,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,173160.0,0.699,A#/Bb,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
