,Song_Name,Genre,Subgenre,Subgenre_2,Release_Date,Song_Decade,Streams,Week_Of_Highest_Charting,Month_Highest_Charting,Season_Highest_Charting,Year_Highest_Charting,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(Ms),Valence,Chord,Artist,Artist_Followers,Gender,Artist_Generation,Type,Country,Event_Name,url,Event_Country,Event_City,Event_Longitude,Event_Latitude
617,Gangstas,drill,brooklyn drill,-,2020-07-03,2020s,"5,104,422",2020-07-03,July,Summer,2020,71.0,0.548,0.506,-7.434,0.102,0.203,0.0788,119.987,160000.0,0.557,E,Pop Smoke,6852509,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
618,Cúrame,pop,puerto rican pop,trap latino,2021-06-25,2020s,"5,104,206",2021-07-23,July,Summer,2021,85.0,0.765,0.625,-3.599,0.0548,0.584,0.112,102.101,164706.0,0.262,A,Rauw Alejandro,6080597,male,Generation Z,person,PR,Rauw Alejandro (Gradas),https://www.ticketmaster.com.mx/rauw-alejandro-gradas-san-nicolas-de-los-garza-01-06-2023/event/14005E26CDD55EAB,Mexico,San Nicolas De Los Garza,-100.315518,25.718083
619,Say So,dance pop,dance pop,pop,2019-11-07,2010s,"5,103,528",2020-03-13,March,Spring,2020,82.0,0.787,0.673,-4.583,0.159,0.264,0.0904,110.962,237893.0,0.779,B,Doja Cat,8671649,female,Generation Z,person,US,No events,-,-,-,-,-
620,Kids Again,dance pop,dance pop,pop,2020-10-30,2020s,"5,103,194",2020-10-30,October,Autumn,2020,62.0,0.666,0.726,-2.998,0.0262,0.486,0.0892,128.044,207528.0,0.468,B,Sam Smith,17097317,male,Millennial,person,GB,Sam Smith,https://www.axs.com/events/461439/sam-smith-gloria-the-tour-tickets?skin=gassouthdistrict,United States Of America,Duluth,-84.0907288,33.9869191
621,All of Me,pop,pop,pop,2013-08-30,2010s,"5,103,014",2021-02-12,February,Winter,2021,84.0,0.422,0.264,-7.064,0.0322,0.922,0.132,119.93,269560.0,0.331,G#/Ab,John Legend,5799137,male,Generation X,person,US,John Legend,https://www.ticketmaster.co.uk/john-legend-london-05-04-2023/event/1F005CB4C45B6D88,Great Britain,London,-0.177552,51.501277
622,Martin & Gina,rap,chicago rap,-,2020-05-15,2020s,"5,098,609",2021-04-23,April,Spring,2021,85.0,0.832,0.534,-7.813,0.253,0.345,0.165,93.924,132833.0,0.116,C#/Db,Polo G,4840346,male,Generation Z,person,US,Dakota's Springfest Kickoff Party Featuring Polo G & Lil Xan,https://www.ticketmaster.com/dakotas-springfest-kickoff-party-featuring-polo-fargo-north-dakota-03-10-2023/event/06005D87C41558AC,United States Of America,Fargo,-96.876097,46.835551
623,Devil Eyes,edm,edm,electronic trap,2016-02-05,2010s,"5,098,581",2021-03-12,March,Spring,2021,80.0,0.391,0.396,-8.621,0.189,0.702,0.315,99.112,131272.0,0.199,C#/Db,Hippie Sabotage,713486,mixed,Generation Z,group,US,No events,-,-,-,-,-
624,Ransom,rap,melodic rap,rap,2019-08-30,2010s,"5,097,394",2019-12-27,December,Winter,2019,80.0,0.745,0.642,-6.257,0.287,0.0204,0.0658,179.974,131240.0,0.226,G,Lil Tecca,4022792,male,Generation Z,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
625,Follow You,rock,modern rock,pop,2021-03-12,2020s,"5,097,187",2021-03-12,March,Spring,2021,84.0,0.542,0.732,-5.956,0.0521,0.00209,0.496,124.912,175644.0,0.489,A,Imagine Dragons,35285425,mixed,Generation Z,group,US,Imagine Dragons,https://www.ticketmaster.com/imagine-dragons-milwaukee-wisconsin-07-08-2023/event/07005D689BED1C00,United States Of America,Milwaukee,-87.897661,43.027552
626,Lost In Yesterday,other,neo-psychedelic,neo-psychedelic,2020-02-14,2020s,"5,096,624",2020-02-14,February,Winter,2020,69.0,0.569,0.84,-4.123,0.118,0.0295,0.0995,183.059,249587.0,0.749,C#/Db,Tame Impala,5064200,mixed,Generation Z,group,AU,Tame Impala General,https://www.ticketmaster.com.mx/tame-impala-general-mexico-10-03-2023/event/14005D77BF6155FC,Mexico,México,-99.0980606,19.4015408
627,Highway to Hell,rock,australian rock,hard rock,1979-07-27,1970s,"5,096,618",2020-10-30,October,Autumn,2020,83.0,0.574,0.913,-4.793,0.133,0.061,0.156,115.728,208400.0,0.423,F#/Gb,AC/DC,20110171,mixed,Generation X,group,AU,AC/DC UK,https://www.ticketweb.uk/event/acdc-uk-rescue-rooms-tickets/12590065?REFERRAL_ID=tmfeed,Great Britain,Nottingham,-1.152975,52.956173
628,Bleed,rap,melodic rap,pop rap,2020-06-19,2020s,"5,095,478",2020-06-19,June,Summer,2020,61.0,0.698,0.572,-7.735,0.198,0.135,0.154,71.446,176959.0,0.391,D,A Boogie Wit da Hoodie,5865895,male,Generation Z,person,US,A Boogie Wit Da Hoodie,https://www.ticketmaster.co.uk/a-boogie-wit-da-hoodie-manchester-22-03-2023/event/1F005D8EBA5F2E6C,Great Britain,Manchester,-2.2853054,53.4643707
629,Stuck with U (with Justin Bieber),dance pop,dance pop,pop,2020-05-08,2020s,"5,094,660",2020-05-08,May,Spring,2020,84.0,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482.0,0.537,G#/Ab,Ariana Grande,67208170,female,Millennial,person,US,No events,-,-,-,-,-
630,DEUX TOILES DE MER,hip hop,belgian hip hop,french hip hop,2021-04-28,2020s,"5,094,137",2020-09-18,September,Autumn,2020,62.0,0.521,0.39,-9.726,0.128,0.582,0.112,104.106,315640.0,0.157,G#/Ab,Damso,3071170,male,Millennial,person,BE,DAMSO,https://www.ticketmaster.ca/damso-quebec-quebec-01-27-2023/event/31005D28DC044FEA,Canada,Québec,-71.24762,46.824958
631,Dior,drill,brooklyn drill,-,2019-07-26,2010s,"5,092,354",2020-07-03,July,Summer,2020,83.0,0.548,0.805,-5.732,0.351,0.212,0.408,142.094,216387.0,0.648,G,Pop Smoke,6837946,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
632,Can You Feel My Heart,other,metalcore,metalcore,2013-04-01,2010s,"5,092,250",2021-01-22,January,Winter,2021,77.0,0.15,0.859,-2.827,0.0595,0.00201,0.387,170.527,228147.0,0.354,E,Bring Me The Horizon,3912138,mixed,Generation Z,group,GB,Bring Me The Horizon,https://www.ticketmaster.nl/event/bring-me-the-horizon-tickets/274839?language=en-us,Netherlands,Amsterdam,4.93636,52.31778
633,Best Friend (feat. Doja Cat),rap,cali rap,dance pop,2021-01-07,2020s,"5,090,062",2021-04-16,April,Spring,2021,83.0,0.84,0.766,-4.12,0.136,0.00302,0.0684,94.018,155884.0,0.402,E,Saweetie,1254432,female,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
634,Tapão Na Raba,other,forro,-,2021-01-22,2020s,"5,088,848",2021-03-12,March,Spring,2021,80.0,0.808,0.796,-3.169,0.0305,0.462,0.155,128.048,175047.0,0.799,C#/Db,Raí Saia Rodada,1260752,mixed,Generation Z,group,BR,No events,-,-,-,-,-
635,Start Wit Me (feat. Gunna),rap,melodic rap,rap,2019-12-06,2010s,"5,085,706",2020-01-10,January,Winter,2020,68.0,0.886,0.479,-8.054,0.334,0.077,0.135,130.029,158692.0,0.408,E,Roddy Ricch,6608815,male,Generation Z,person,US,No events,-,-,-,-,-
636,Hope,rap,emo rap,miami hip hop,2018-03-16,2010s,"5,085,527",2021-01-29,January,Winter,2021,84.0,0.592,0.457,-6.081,0.0603,0.661,0.146,146.04,110886.0,0.225,A,XXXTENTACION,29566516,male,Generation Z,person,US,No events,-,-,-,-,-
637,Blueberry Faygo,rap,melodic rap,rap,2020-02-07,2020s,"5,085,511",2020-04-17,April,Spring,2020,79.0,0.774,0.554,-7.909,0.0383,0.207,0.132,99.034,162547.0,0.349,C,Lil Mosey,3816446,male,Generation Z,person,US,No events,-,-,-,-,-
638,Can't Hold Us - feat. Ray Dalton,rock,modern rock,pop rap,2012-10-09,2010s,"5,085,147",2021-04-23,April,Spring,2021,83.0,0.641,0.922,-4.457,0.0786,0.0291,0.0862,146.078,258343.0,0.847,D,Macklemore & Ryan Lewis,2562082,mixed,Generation Z,group,US,No events,-,-,-,-,-
639,The Less I Know The Better,other,neo-psychedelic,neo-psychedelic,2015-07-17,2010s,"5,084,635",2020-06-26,June,Summer,2020,84.0,0.64,0.74,-4.083,0.0284,0.0115,0.167,116.879,216320.0,0.785,E,Tame Impala,5064200,mixed,Generation Z,group,AU,Tame Impala General,https://www.ticketmaster.com.mx/tame-impala-general-mexico-10-03-2023/event/14005D77BF6155FC,Mexico,México,-99.0980606,19.4015408
640,Ponte Pa' Mi,latin,latin,reggaeton,2020-11-20,2020s,"5,082,870",2021-02-05,February,Winter,2021,76.0,0.878,0.713,-4.566,0.0948,0.0581,0.0822,92.028,202373.0,0.615,F,Justin Quiles,2897862,male,Millennial,person,PR,No events,-,-,-,-,-
641,No Judgement,dance pop,dance pop,pop,2020-02-07,2020s,"5,082,563",2020-03-13,March,Spring,2020,65.0,0.723,0.726,-3.835,0.0472,0.0564,0.057,100.051,176283.0,0.962,C#/Db,Niall Horan,7564659,male,Millennial,person,IE,Pinkpop 2023 (Friday),https://www.ticketmaster.nl/event/pinkpop-2023-friday--tickets/287093?language=en-us,Netherlands,Landgraaf,6.02,50.88219
642,Train Wreck,pop,pop,post-teen pop,2016-10-28,2010s,"5,081,800",2021-01-15,January,Winter,2021,82.0,0.311,0.485,-5.726,0.0365,0.701,0.0726,77.355,208827.0,0.225,F#/Gb,James Arthur,8446147,male,Millennial,person,GB,"Jeannie Rak, Leah T, Arthur James",https://www.ticketweb.com/event/jeannie-rak-leah-t-arthur-sunset-tavern-tickets/12726035,United States Of America,Seattle,-122.385982,47.668095
643,EARFQUAKE,hip hop,hip hop,rap,2019-05-17,2010s,"5,079,657",2020-01-31,January,Winter,2020,79.0,0.554,0.498,-8.866,0.0685,0.23,0.795,79.635,190067.0,0.413,A,"Tyler, The Creator",6782693,male,Millennial,person,US,"EARFQUAKE! A Tyler, The Creator Party with Blade Trip",https://www.ticketweb.com/event/earfquake-a-tyler-the-creator-strummers-tickets/12759565,United States Of America,Fresno,-119.8023913,36.7589448
644,Anyone,other,[],-,2021-08-13,2020s,"5,079,587",2021-01-01,January,Winter,2021,0.0,0.686,0.538,-8.026,0.0345,0.181,0.113,115.884,190779.0,0.584,D,Justin Bieber,1250353,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
645,"thank u, next",dance pop,dance pop,pop,2019-02-08,2010s,"5,079,328",2019-12-27,December,Winter,2019,82.0,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966,207320.0,0.412,C#/Db,Ariana Grande,67208170,female,Millennial,person,US,No events,-,-,-,-,-
646,Trampoline (with ZAYN),pop,electropop,pop,2019-09-26,2010s,"5,075,520",2020-01-03,January,Winter,2020,73.0,0.619,0.459,-5.782,0.0334,0.56,0.137,126.803,184280.0,0.498,G,SHAED,139434,mixed,Generation Z,group,US,BeachLife Festival,https://on.fgtix.com/trk/wDIK,United States Of America,Redondo Beach,-118.39284,33.843867
647,BLIND (feat. Young Thug),hip hop,north carolina hip hop,rap,2020-08-04,2020s,"5,074,613",2020-08-07,August,Summer,2020,69.0,0.709,0.679,-6.503,0.346,0.0115,0.0971,162.973,153467.0,0.754,B,DaBaby,7601122,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
648,all the good girls go to hell,pop,electropop,pop,2019-03-29,2010s,"5,074,485",2020-01-24,January,Winter,2020,75.0,0.726,0.444,-8.922,0.372,0.283,0.177,185.044,168840.0,0.569,G#/Ab,Billie Eilish,47061119,female,Generation Z,person,US,Billie Eilish Estacionamiento,https://www.ticketmaster.com.mx/billie-eilish-estacionamiento-mexico-29-03-2023/event/14005D548BCB0A5B,Mexico,México,-99.095618,19.405199
649,Star Shopping,rap,emo rap,lgbtq+ hip hop,2015,2010s,"5,073,657",2021-01-29,January,Winter,2021,82.0,0.585,0.471,-9.934,0.0616,0.0967,0.115,93.099,142000.0,0.323,E,Lil Peep,7535054,male,Generation Z,person,US,No events,-,-,-,-,-
650,Agua de Jamaica,latin,latin,reggaeton,2021-01-28,2020s,"5,072,462",2021-01-29,January,Winter,2021,75.0,0.664,0.665,-3.616,0.0879,0.123,0.411,173.961,176970.0,0.726,A#/Bb,Maluma,26784251,male,Millennial,person,CO,No events,-,-,-,-,-
651,Vibez,dance pop,dance pop,pop,2021-01-08,2020s,"5,071,718",2021-01-15,January,Winter,2021,69.0,0.635,0.659,-7.499,0.116,0.242,0.105,96.855,163127.0,0.34,G,ZAYN,16655692,male,Millennial,person,GB,No events,-,-,-,-,-
652,Monster (Shawn Mendes & Justin Bieber),pop,canadian pop,dance pop,2020-11-20,2020s,"5,069,268",2020-11-20,November,Autumn,2020,79.0,0.652,0.383,-7.076,0.0516,0.0676,0.0828,145.765,178994.0,0.549,D,Shawn Mendes,33893352,male,Generation Z,person,CA,SHAWN MENDES,https://www.eticketing.co.uk/asmglobalmanchester,Great Britain,Manchester,-2.244066,53.488164
653,The Hills,r&b,canadian contemporary r&b,canadian pop,2015-08-28,2010s,"5,068,864",2021-02-05,February,Winter,2021,84.0,0.585,0.564,-7.063,0.0515,0.0671,0.135,113.003,242253.0,0.137,C,The Weeknd,35305637,male,Millennial,person,CA,The Weeknd Grada,https://www.ticketmaster.com.mx/the-weeknd-grada-mexico-29-09-2023/event/14005D6EA9652FE7,Mexico,México,-99.095618,19.405199
654,Futsal Shuffle 2020 - Bonus Track,rap,melodic rap,philly rap,2020-03-06,2020s,"5,068,849",2020-03-06,March,Spring,2020,63.0,0.879,0.448,-8.57,0.222,0.0346,0.224,136.985,198913.0,0.278,G,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
655,Mood Swings (feat. Lil Tjay),drill,brooklyn drill,-,2020-07-03,2020s,"5,068,349",2020-08-28,August,Summer,2020,82.0,0.48,0.602,-6.335,0.368,0.487,0.0848,179.798,213333.0,0.269,A#/Bb,Pop Smoke,6852509,male,Generation Z,person,US,Blackberry Smoke,https://www.ticketmaster.co.uk/blackberry-smoke-glasgow-27-03-2023/event/1F005ABAE4155FC1,Great Britain,Glasgow,-4.2587809,55.8504496
656,Look At Her Now,other,[],-,2021-08-13,2020s,"5,066,377",2020-01-10,January,Winter,2020,0.0,0.753,0.564,-7.908,0.251,0.114,0.359,77.341,162596.0,0.55,A#/Bb,Selena Gomez,1251372,female,Millennial,person,US,No events,-,-,-,-,-
657,Good Days,pop,pop,pop rap,2020-12-25,2020s,"5,065,132",2021-01-22,January,Winter,2021,84.0,0.436,0.655,-8.37,0.0583,0.499,0.688,121.002,279204.0,0.412,C#/Db,SZA,5881963,female,Millennial,person,US,SZA - SOS Tour,https://www.ticketmaster.com/sza-sos-tour-columbus-ohio-02-21-2023/event/05005D8B3E2277A0,United States Of America,Columbus,-83.0249081,40.0080079
658,7 Summers,other,contemporary country,-,2021-01-08,2020s,"5,064,504",2020-08-14,August,Summer,2020,73.0,0.466,0.786,-5.13,0.0328,0.417,0.125,203.903,210507.0,0.571,C,Morgan Wallen,2147875,male,Millennial,person,US,Morgan Wallen,https://www.ticketmaster.com/event/Z7r9jZ1Adjx-o,United States Of America,University,-89.5513,34.3666
659,Madrid (feat. Myke Towers),latin,latin,reggaeton,2020-08-21,2020s,"5,064,484",2020-09-11,September,Autumn,2020,73.0,0.764,0.741,-3.617,0.101,0.239,0.107,170.081,198570.0,0.802,A,Maluma,26784251,male,Millennial,person,CO,No events,-,-,-,-,-
660,Holy (feat. Chance The Rapper),pop,canadian pop,pop,2020-09-18,2020s,"5,063,015",2020-09-18,September,Autumn,2020,81.0,0.673,0.704,-8.056,0.36,0.196,0.0898,86.919,212093.0,0.372,F#/Gb,Justin Bieber,48504126,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
661,Electric Love,rock,modern alternative rock,modern rock,2015-10-16,2010s,"5,060,903",2020-08-21,August,Summer,2020,83.0,0.611,0.797,-7.627,0.0533,0.00543,0.26,120.041,218107.0,0.518,F#/Gb,BØRNS,1027085,male,Millennial,person,US,No events,-,-,-,-,-
662,Snow On Tha Bluff,hip hop,conscious hip hop,hip hop,2020-06-16,2020s,"5,060,764",2020-06-19,June,Summer,2020,66.0,0.586,0.512,-8.819,0.0668,0.723,0.119,75.857,235480.0,0.235,G#/Ab,J. Cole,14103694,male,Millennial,person,US,"Modern Monsters: J. Cole, Nicki, Drake & Kendrick",https://www.ticketweb.com/event/modern-monsters-j-cole-nicki-brooklyn-bowl-tickets/12783905,United States Of America,Brooklyn,-73.957549,40.722053
663,TELL ME WHY,hip hop,australian hip hop,-,2020-07-24,2020s,"5,056,986",2020-07-24,July,Summer,2020,71.0,0.6,0.723,-4.928,0.158,0.109,0.167,149.881,195268.0,0.463,F#/Gb,The Kid LAROI,2238190,male,Generation Z,person,AU,The Kid LAROI,https://www.ticketmaster.com/the-kid-laroi-lexington-kentucky-03-31-2023/event/16005D1224659B13,United States Of America,Lexington,-84.5010377,38.049148
664,Crazy Over You,pop,k-pop,k-pop girl group,2020-10-02,2020s,"5,056,387",2020-10-02,October,Autumn,2020,68.0,0.804,0.633,-6.186,0.0612,0.0371,0.102,115.002,163946.0,0.67,E,BLACKPINK,23848461,mixed,Generation Z,group,KR,American Express BST Hyde Park - Blackpink,https://www.ticketmaster.co.uk/american-express-bst-hyde-park-blackpink-london-02-07-2023/event/37005D5494BB2904,Great Britain,London,-0.165708,51.507432
665,Someone To You,pop,indie cafe pop,indie poptimism,2019-10-04,2010s,"5,054,881",2020-10-23,October,Autumn,2020,79.0,0.52,0.903,-5.497,0.042,0.00517,0.254,74.988,219801.0,0.652,D,BANNERS,419151,male,Generation Z,person,GB,BANNERS,https://www.ticketweb.uk/event/banners-oran-mor-tickets/12472535?REFERRAL_ID=tmfeed,Great Britain,Glasgow,-4.289157,55.87738
666,In Your Eyes,r&b,canadian contemporary r&b,canadian pop,2020-03-20,2020s,"5,054,319",2020-03-20,March,Spring,2020,81.0,0.667,0.719,-5.371,0.0346,0.00285,0.0736,100.021,237520.0,0.717,G,The Weeknd,35340069,male,Millennial,person,CA,The Weeknd Grada,https://www.ticketmaster.com.mx/the-weeknd-grada-mexico-29-09-2023/event/14005D6EA9652FE7,Mexico,México,-99.095618,19.405199
667,illicit affairs,pop,pop,post-teen pop,2020-07-24,2020s,"5,053,658",2020-07-24,July,Summer,2020,70.0,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,190898.0,0.46,A#/Bb,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
668,"All I Want - From ""High School Musical: The Musical: The Series""",pop,pop,-,2019-11-27,2010s,"5,052,801",2021-01-15,January,Winter,2021,76.0,0.376,0.43,-6.585,0.0328,0.0902,0.0912,77.599,177323.0,0.129,C,Olivia Rodrigo,6313514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
669,To the Bone,pop,indonesian pop,-,2019-06-14,2010s,"5,052,557",2021-03-12,March,Spring,2021,81.0,0.668,0.727,-6.55,0.027,0.514,0.1,139.991,344571.0,0.939,G,Pamungkas,1643882,male,Generation Z,person,ID,No events,-,-,-,-,-
670,SAD!,rap,emo rap,miami hip hop,2018-03-16,2010s,"5,051,338",2020-06-26,June,Summer,2020,84.0,0.74,0.613,-4.88,0.145,0.258,0.123,75.023,166606.0,0.473,G#/Ab,XXXTENTACION,29566516,male,Generation Z,person,US,No events,-,-,-,-,-
671,my ex's best friend (with blackbear),hip hop,ohio hip hop,pop rap,2020-09-25,2020s,"5,048,079",2020-09-25,September,Autumn,2020,83.0,0.731,0.675,-5.134,0.0434,0.00473,0.141,124.939,139461.0,0.298,F,Machine Gun Kelly,3864419,male,Millennial,person,US,Machine Gun Kelly,https://www.ticketmaster.com/event/Z7r9jZ1Adb47e,United States Of America,Scottsdale,-111.836502,33.6894
672,Stay High,rap,chicago rap,melodic rap,2020-07-10,2020s,"5,047,752",2020-07-10,July,Summer,2020,75.0,0.745,0.5,-6.184,0.135,0.439,0.0943,76.968,168685.0,0.433,G#/Ab,Juice WRLD,19102888,male,Generation Z,person,US,No events,-,-,-,-,-
673,Ayy Macarena,dance pop,dance pop,hip hop,2019-11-13,2010s,"5,046,905",2020-01-03,January,Winter,2020,74.0,0.816,0.629,-5.568,0.226,0.133,0.0692,96.493,131607.0,0.714,D,Tyga,6298789,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
674,Maniac,pop,bedroom pop,bedroom pop,2020-03-20,2020s,"5,044,929",2020-03-20,March,Spring,2020,82.0,0.628,0.639,-5.46,0.0435,0.00162,0.354,108.045,185773.0,0.493,G#/Ab,Conan Gray,3799104,male,Generation Z,person,US,No events,-,-,-,-,-
675,Graveyard,dance pop,dance pop,electropop,2020-01-17,2020s,"5,044,853",2020-01-03,January,Winter,2020,71.0,0.667,0.583,-5.127,0.0747,0.231,0.181,92.043,181806.0,0.187,B,Halsey,15663384,female,Millennial,person,US,No events,-,-,-,-,-
676,Trap This Way (This Way),rap,melodic rap,philly rap,2020-03-13,2020s,"5,043,990",2020-03-13,March,Spring,2020,59.0,0.71,0.586,-5.331,0.381,0.248,0.193,175.987,185439.0,0.207,D,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
677,GREECE (feat. Drake),hip hop,hip hop,miami hip hop,2020-07-16,2020s,"5,043,665",2020-07-17,July,Summer,2020,77.0,0.695,0.343,-10.798,0.0432,0.0743,0.107,85.84,218902.0,0.229,F,DJ Khaled,6281829,male,Generation X,person,US,No events,-,-,-,-,-
678,Just the Way You Are,dance pop,dance pop,pop,2010-10-05,2010s,"5,043,647",2021-04-30,April,Spring,2021,80.0,0.637,0.843,-5.413,0.0432,0.0151,0.0876,109.012,220733.0,0.434,F,Bruno Mars,32574754,male,Millennial,person,US,Bruno Mars,https://www.ticketmaster.com/bruno-mars-lincoln-california-02-18-2023/event/1C005D3E9222732F,United States Of America,Lincoln,-121.31368,38.84026
679,Rain On Me (with Ariana Grande),dance pop,dance pop,pop,2020-05-22,2020s,"5,041,656",2020-05-22,May,Spring,2020,79.0,0.672,0.855,-3.764,0.0397,0.021,0.323,123.056,182200.0,0.646,A,Lady Gaga,18572085,female,Millennial,person,US,Big Wig Lady Gaga Brunch: The Ultimate Drag Experience,https://concerts.livenation.com/big-wig-lady-gaga-brunch-the-philadelphia-pennsylvania-01-28-2023/event/02005D69970923FB,United States Of America,Philadelphia,-75.134752,39.965819
680,Pretty Savage,pop,k-pop,k-pop girl group,2020-10-02,2020s,"5,039,047",2020-10-02,October,Autumn,2020,75.0,0.701,0.556,-7.42,0.0414,0.00886,0.106,152.045,201122.0,0.333,A,BLACKPINK,23848461,mixed,Generation Z,group,KR,American Express BST Hyde Park - Blackpink,https://www.ticketmaster.co.uk/american-express-bst-hyde-park-blackpink-london-02-07-2023/event/37005D5494BB2904,Great Britain,London,-0.165708,51.507432
681,Come & Go (with Marshmello),rap,chicago rap,melodic rap,2020-07-10,2020s,"5,037,124",2020-07-10,July,Summer,2020,83.0,0.625,0.814,-5.181,0.0657,0.0172,0.158,144.991,205485.0,0.535,C,Juice WRLD,19085118,male,Generation Z,person,US,No events,-,-,-,-,-
682,At Least For Now,pop,canadian pop,pop,2020-02-14,2020s,"5,033,764",2020-02-14,February,Winter,2020,54.0,0.375,0.304,-9.897,0.0325,0.683,0.196,83.832,149653.0,0.295,A,Justin Bieber,48544923,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
683,Tommy Lee (feat. Post Malone),rap,cali rap,melodic rap,2020-06-12,2020s,"5,031,845",2020-06-19,June,Summer,2020,73.0,0.457,0.621,-5.923,0.138,0.218,0.0944,85.359,224638.0,0.634,A#/Bb,Tyla Yaweh,359133,male,Millennial,person,US,No events,-,-,-,-,-
684,Daisy,pop,electropop,escape room,2020-07-09,2020s,"5,030,670",2020-10-23,October,Autumn,2020,76.0,0.834,0.663,-6.143,0.133,0.235,0.372,121.876,146523.0,0.774,G#/Ab,Ashnikko,1248499,female,Generation Z,person,US,Ashnikko,https://www.ticketmaster.com.au/ashnikko-brisbane-04-04-2023/event/13005D77EF22B5FD,Australia,Brisbane,153.034553,-27.457971
685,Monster,pop,k-pop,-,2020-07-06,2020s,"5,030,481",2020-07-10,July,Summer,2020,70.0,0.631,0.748,-2.569,0.0488,0.212,0.537,115.665,178413.0,0.351,E,Red Velvet - IRENE & SEULGI,383695,mixed,Generation Z,group,KR,No events,-,-,-,-,-
686,Wake Up Call (feat. Trippie Redd),hip hop,uk hip hop,-,2020-01-27,2020s,"5,029,979",2020-01-31,January,Winter,2020,56.0,0.642,0.669,-5.774,0.0486,0.318,0.119,156.084,175067.0,0.227,F#/Gb,KSI,2010879,male,Millennial,person,GB,No events,-,-,-,-,-
687,Lieben wir,rap,frauenrap,german hip hop,2021-07-01,2020s,"5,029,898",2021-07-02,July,Summer,2021,77.0,0.871,0.669,-7.62,0.329,0.0113,0.0795,95.939,155363.0,0.806,A#/Bb,Shirin David,558345,female,Millennial,person,DE,No events,-,-,-,-,-
688,Robbery,rap,chicago rap,melodic rap,2019-03-08,2010s,"5,024,884",2020-09-04,September,Autumn,2020,83.0,0.685,0.692,-5.122,0.0457,0.328,0.153,159.966,240051.0,0.578,D,Juice WRLD,19085118,male,Generation Z,person,US,No events,-,-,-,-,-
689,Truth Hurts,dance pop,dance pop,escape room,2019-04-19,2010s,"5,024,683",2019-12-27,December,Winter,2019,77.0,0.715,0.624,-3.046,0.114,0.11,0.123,158.087,173325.0,0.412,E,Lizzo,3991674,female,Millennial,person,US,LIZZO,https://www.eticketing.co.uk/asmglobalmanchester,Great Britain,Manchester,-2.244066,53.488164
690,How You Like That,pop,k-pop,k-pop girl group,2020-10-02,2020s,"5,023,592",2020-06-26,June,Summer,2020,79.0,0.812,0.761,-5.222,0.0812,0.0465,0.0601,130.032,182956.0,0.344,B,BLACKPINK,23848461,mixed,Generation Z,group,KR,American Express BST Hyde Park - Blackpink,https://www.ticketmaster.co.uk/american-express-bst-hyde-park-blackpink-london-02-07-2023/event/37005D5494BB2904,Great Britain,London,-0.165708,51.507432
